date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:27:00	21182/21182	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:01%20GMT	https://www.alanjackson.com/news/alan-jackson-featured-on-apple-music-s-essentials-radio	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/alan-jackson-featured-on-apple-music-s-essentials-radio.html	(from https://www.alanjackson.com/welcome?page=6)
16:27:01	19930/19930	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:01%20GMT	https://www.alanjackson.com/news/alan-jackson-releases-new-song-you-ll-always-be-my-baby-written-for-daughters-weddings-	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/alan-jackson-releases-new-song-you-ll-always-be-my-baby-written-for-daughters-weddings-.html	(from https://www.alanjackson.com/welcome?page=6)
16:27:01	23906/23906	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:02%20GMT	https://www.alanjackson.com/news/alan-jackson-to-release-new-album-where-have-you-gone	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/alan-jackson-to-release-new-album-where-have-you-gone.html	(from https://www.alanjackson.com/welcome?page=7)
16:27:02	20476/20476	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:03%20GMT	https://www.alanjackson.com/news/alan-collabs-with-caylee-hammack-on-don-williams-classic-song	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/alan-collabs-with-caylee-hammack-on-don-williams-classic-song.html	(from https://www.alanjackson.com/welcome?page=7)
16:27:03	21098/21098	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:04%20GMT	https://www.alanjackson.com/news/alan-jackson-brings-back-the-live-concert-experience-with-weekend-shows	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/alan-jackson-brings-back-the-live-concert-experience-with-weekend-shows.html	(from https://www.alanjackson.com/welcome?page=7)
16:27:04	21883/21883	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:05%20GMT	https://www.alanjackson.com/news/country-music-star-alan-jackson-to-stage-small-town-drive-in-concerts	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/country-music-star-alan-jackson-to-stage-small-town-drive-in-concerts.html	(from https://www.alanjackson.com/welcome?page=7)
16:27:05	38628/38628	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:05%20GMT	https://www.alanjackson.com/welcome?page=11	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/welcome1c8b.html	(from https://www.alanjackson.com/welcome?page=7)
16:27:05	18615/18615	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:06%20GMT	https://www.alanjackson.com/news/the-greatest-hits-collection-vol-1-released-on-vinyl	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/the-greatest-hits-collection-vol-1-released-on-vinyl.html	(from https://www.alanjackson.com/welcome?page=8)
16:27:06	21688/21688	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:07%20GMT	https://www.alanjackson.com/news/alan-jackson-plays-secret-good-time-set-at-nashville-honky-tonk	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/alan-jackson-plays-secret-good-time-set-at-nashville-honky-tonk.html	(from https://www.alanjackson.com/welcome?page=8)
16:27:07	18750/18750	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:08%20GMT	https://www.alanjackson.com/news/cma-presents-alan-jackson-with-the-joe-talbot-award	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/cma-presents-alan-jackson-with-the-joe-talbot-award.html	(from https://www.alanjackson.com/welcome?page=8)
16:27:07	26098/26098	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:08%20GMT	https://www.alanjackson.com/news/alan-jackson-s-2020-tour-adds-rising-star-tenille-townes-as-special-guest	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/alan-jackson-s-2020-tour-adds-rising-star-tenille-townes-as-special-guest.html	(from https://www.alanjackson.com/welcome?page=8)
16:27:08	39355/39355	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:09%20GMT	https://www.alanjackson.com/welcome?page=12	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/welcomece37.html	(from https://www.alanjackson.com/welcome?page=8)
16:27:09	21818/21818	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:10%20GMT	https://www.alanjackson.com/news/country-superstar-alan-jackson-announces-2020-tour	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/country-superstar-alan-jackson-announces-2020-tour.html	(from https://www.alanjackson.com/welcome?page=9)
16:27:09	23471/23471	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:10%20GMT	https://www.alanjackson.com/news/alan-jackson-celebrates-three-decades-of-music	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/alan-jackson-celebrates-three-decades-of-music.html	(from https://www.alanjackson.com/welcome?page=9)
16:27:10	19622/19622	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:11%20GMT	https://www.alanjackson.com/news/small-town-southern-man-arrives-on-digital-formats-and-dvd-formats-	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/small-town-southern-man-arrives-on-digital-formats-and-dvd-formats-.html	(from https://www.alanjackson.com/welcome?page=9)
16:27:11	27405/27405	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:12%20GMT	https://www.alanjackson.com/news/alan-jackson-kicks-off-his-2019-tour-this-weekend	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/alan-jackson-kicks-off-his-2019-tour-this-weekend.html	(from https://www.alanjackson.com/welcome?page=9)
16:27:12	38979/38979	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:13%20GMT	https://www.alanjackson.com/welcome?page=13	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/welcome8c93.html	(from https://www.alanjackson.com/welcome?page=9)
16:27:13	22900/22900	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:14%20GMT	https://www.alanjackson.com/news/alan-to-be-a-part-of-loretta-lynn-all-star-birthday-celebration-concert	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/alan-to-be-a-part-of-loretta-lynn-all-star-birthday-celebration-concert.html	(from https://www.alanjackson.com/welcome?page=10)
16:27:14	23060/23060	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:14%20GMT	https://www.alanjackson.com/news/country-superstar-alan-jackson-announces-2019-tour	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/country-superstar-alan-jackson-announces-2019-tour.html	(from https://www.alanjackson.com/welcome?page=10)
16:27:15	19950/19950	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:15%20GMT	https://www.alanjackson.com/news/alan-jackson-gets-new-mural-in-his-georgia-hometown	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/alan-jackson-gets-new-mural-in-his-georgia-hometown.html	(from https://www.alanjackson.com/welcome?page=10)
16:27:15	18624/18624	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:16%20GMT	https://www.alanjackson.com/news/alan-jackson-concerts--at-omahas-chi-health-center-and-walmart-amp-postponed	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/alan-jackson-concerts--at-omahas-chi-health-center-and-walmart-amp-postponed.html	(from https://www.alanjackson.com/welcome?page=10)
16:27:16	38695/38695	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:17%20GMT	https://www.alanjackson.com/welcome?page=14	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/welcomea7f1.html	(from https://www.alanjackson.com/welcome?page=10)
16:27:17	12986/12986	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Mar%202025%2000:27:18%20GMT	https://www.alanjackson.com/form-consent	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/form-consent	(from https://www.alanjackson.com/contact)
16:27:18	519/519	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2021%20Jun%202023%2005:43:34%20GMT	https://www.alanjackson.com/assets/f1437ae3/js/dropdown-x.min.js	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/assets/f1437ae3/js/dropdown-x.min.js	(from https://www.alanjackson.com/about)
16:27:20	118904/118904	---M--	200	added ('OK')	application/octet-stream	etag:%22254db636f2a9fb211b357858e894ab7d%22	https://s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/picture1_1664466979.jpg	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/picture1_1664466979.jpg	(from https://www.alanjackson.com/news/alan-jackson-named-cmt-artist-of-a-lifetime-)
16:27:22	18612/18612	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:23%20GMT	https://www.alanjackson.com/silverbelly	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/silverbelly.html	(from https://www.alanjackson.com/news/alan-jackson-introduces-his-own-signature-whiskey)
16:27:22	323522/323522	---M--	200	added ('OK')	image/jpeg	etag:%226b166f456a44f499c4b552f8e7beeb8a%22	https://s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/image001.jpg	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/image001.jpg	(from https://www.alanjackson.com/news/sold-out-crowds-for-alan-jackson-s-last-call-)
16:27:23	569613/569613	---M--	200	added ('OK')	application/octet-stream	etag:%22090bc1a5474021074c8c66d74826a25a%22	https://s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/screen_shot_2022_06_28_at_5_06_52_pm_1656450443.png	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/screen_shot_2022_06_28_at_5_06_52_pm_1656450443.png	(from https://www.alanjackson.com/news/sold-out-crowds-for-alan-jackson-s-last-call-)
16:27:24	102445/102445	---M--	200	added ('OK')	image/jpeg	etag:%22329891cfee1fe481a5eb7cce1a166265%22	https://s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/uIkhFOmE.jpeg	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/uIkhFOmE.jpg	(from https://www.alanjackson.com/news/alan-jackson-introduces-his-own-signature-whiskey)
16:27:26	215607/215607	---M--	200	added ('OK')	application/octet-stream	etag:%22a65a9391872ec123ec856f2e9de83d7b%22	https://s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/2/picture1_1655903997.jpg	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/2/picture1_1655903997.jpg	(from https://www.alanjackson.com/news/alan-jackson-introduces-his-own-signature-whiskey)
16:27:29	12083/12083	---M--	200	added ('OK')	application/octet-stream	etag:%2246a5be93b26b0fc92c961c9a7548dead%22	https://s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/1/2/image003_1637097149.jpg	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/1/2/image003_1637097149.jpg	(from https://www.alanjackson.com/news/alan-jackson-releases-new-song-written-with-daughter-mattie-jackson-selecman)
16:27:30	144083/144083	---M--	200	added ('OK')	application/octet-stream	etag:%22fbd0bcc380e51cf26e250ba7b4bac08e%22	https://s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/alan_jackson_square_1646968068.jpg	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/alan_jackson_square_1646968068.jpg	(from https://www.alanjackson.com/news/alan-jackson-announces-2022-tour)
16:27:31	22954/22954	---M--	200	added ('OK')	application/octet-stream	etag:%2229c62fd1c053b7cedc3c1d8984eeb8a5%22	https://s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/1/2/636269817008763889_050927_1634048612.jpg	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/1/2/636269817008763889_050927_1634048612.jpg	(from https://www.alanjackson.com/news/alan-jackson-sings-with-daughter-celebrates-5-billion-streams-at-nashville-concert)
16:27:33	129912/129912	---M--	200	added ('OK')	image/jpeg	etag:%221f2fcba5a2aa8b2b9133e8ff38df6345%22	https://s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/Picture123.jpg	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/Picture123.jpg	(from https://www.alanjackson.com/news/alan-jackson-releases-powerful-music-video-for-where-have-you-gone-)
16:27:33	144083/144083	---M--	200	added ('OK')	application/octet-stream	etag:%22fbd0bcc380e51cf26e250ba7b4bac08e%22	https://s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/alan_jackson_square_1646968068_1649951731.jpg	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/alan_jackson_square_1646968068_1649951731.jpg	(from https://www.alanjackson.com/news/alan-jackson-s-savannah-ga-greenville-sc-concerts-go-on-sale-april-29)
16:27:35	204250/204250	---M--	200	added ('OK')	application/octet-stream	etag:%22bc62699163ade8443f79c87f03403a8a%22	https://s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/1/2/picture2_1632410893.jpg	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/1/2/picture2_1632410893.jpg	(from https://www.alanjackson.com/news/alan-jackson-releases-powerful-music-video-for-where-have-you-gone-)
16:27:38	501658/501658	---M--	200	added ('OK')	application/octet-stream	etag:%22963af267ca2dbd06a3ae2ff12ce2b393%22	https://s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/post_1_1631808940.png	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/post_1_1631808940.png	(from https://www.alanjackson.com/news/alan-jackson-contributes-song-to-daughter-s-new-book)
16:27:39	129912/129912	---M--	200	added ('OK')	image/jpeg	etag:%221f2fcba5a2aa8b2b9133e8ff38df6345%22	https://s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/Picture1.jpg	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/Picture1.jpg	(from https://www.alanjackson.com/news/alan-jackson-brings-hope-and-help-to-his-hometown)
16:27:40	885320/885320	---M--	200	added ('OK')	application/octet-stream	etag:%228ebf871f491ce9384a0ceaceda527e68%22	https://s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/2/picture1_1634075000.png	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/2/picture1_1634075000.png	(from https://www.alanjackson.com/news/country-music-superstar-surprised-with-achievement-during-concert-at-nashville-s-bridgestone-arena)
16:27:40	219187/219187	---M--	200	added ('OK')	image/jpeg	etag:%22de0232080e6c22172947fb6caa05757e%22	https://s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/Picture3.jpg	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/Picture3.jpg	(from https://www.alanjackson.com/news/alan-jackson-brings-hope-and-help-to-his-hometown)
16:27:44	268639/268639	---M--	200	added ('OK')	application/octet-stream	etag:%226de2ddd8badda6406de5b6115edf082b%22	https://s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/1/2/5a46ae3db0ce6783e83020ee_1280x914_1625062846.jpg	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/1/2/5a46ae3db0ce6783e83020ee_1280x914_1625062846.jpg	(from https://www.alanjackson.com/news/alan-jackson-brings-hope-and-help-to-his-hometown)
16:27:45	125205/125205	---M--	200	added ('OK')	application/octet-stream	etag:%2223d395519b83143d6e8fc528f1804d56%22	https://s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/1/2/screen_shot_2021_06_21_at_10_51_46_am_1624287311.png	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/1/2/screen_shot_2021_06_21_at_10_51_46_am_1624287311.png	(from https://www.alanjackson.com/news/country-superstar-alan-jackson-is-coming-to-sioux-falls-denny-sanford-premier-center-sunday-september-12)
16:27:45	140/140	---MCZ	302	error ('Found')	text/html	date:Tue,%2004%20Mar%202025%2000:27:46%20GMT	https://www.dropbox.com/s/mzuvr4w3tb7mh3o/PARKING_MAP_CURRENT.jpg?dl=0	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.dropbox.com/s/mzuvr4w3tb7mh3o/PARKING_MAP_CURRENT.173ec75.delayed	(from https://www.alanjackson.com/news/sold-out-tornado-benefit-concert-headlined-by-alan-jackson-expands-to-a-full-afternoon-and-evening-of-music)
16:27:48	161365/161365	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:48%20GMT	https://www.dropbox.com/scl/fi/3iux3gd7vt3xo7sv8z1yb/PARKING_MAP_CURRENT.jpg?rlkey=tvu0dpz2oa773n0oje21osxt7&dl=0	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.dropbox.com/scl/fi/3iux3gd7vt3xo7sv8z1yb/PARKING_MAP_CURRENT59b9.html	(from https://www.alanjackson.com/news/sold-out-tornado-benefit-concert-headlined-by-alan-jackson-expands-to-a-full-afternoon-and-evening-of-music)
16:27:49	28875/28875	---M--	200	added ('OK')	application/octet-stream	etag:%22ff519a8fa12b2aa653316bd8cb866f20%22	https://s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/1/2/add_1624314424.jpg	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/1/2/add_1624314424.jpg	(from https://www.alanjackson.com/news/sold-out-tornado-benefit-concert-headlined-by-alan-jackson-expands-to-a-full-afternoon-and-evening-of-music)
16:27:50	111141/111141	---M--	200	added ('OK')	application/octet-stream	etag:%225ac930a148c1dbc327a386ba6ce8bb4b%22	https://s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/screen_shot_2021_06_09_at_9_27_54_am_1623248307.png	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/meta/screen_shot_2021_06_09_at_9_27_54_am_1623248307.png	(from https://www.alanjackson.com/news/sold-out-tornado-benefit-concert-headlined-by-alan-jackson-to-be-livestreamed-exclusively-on-facebook)
16:27:51	18313/18313	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:51%20GMT	https://www.alanjackson.com/news/alan-jacksons-son-in-law-ben-selecman-passes	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/alan-jacksons-son-in-law-ben-selecman-passes.html	(from https://www.alanjackson.com/news?page=3)
16:27:52	18295/18295	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:53%20GMT	https://www.alanjackson.com/news/n-charleston--charlotte-shows-postponed-due-to-weather-concerns	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/n-charleston--charlotte-shows-postponed-due-to-weather-concerns.html	(from https://www.alanjackson.com/news?page=3)
16:27:52	18574/18574	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:53%20GMT	https://www.alanjackson.com/news/--music-for-mike-benefit-concert	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/--music-for-mike-benefit-concert.html	(from https://www.alanjackson.com/news?page=3)
16:27:53	23695/23695	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:54%20GMT	https://www.alanjackson.com/news/alan-jackson-enters-songwriters-hall-of-fame	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/alan-jackson-enters-songwriters-hall-of-fame.html	(from https://www.alanjackson.com/news?page=3)
16:27:54	24169/24169	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:55%20GMT	https://www.alanjackson.com/news/-alan-jackson-looks-back-on-the-vivid-storytelling-of-his-biggest-songs-it-must-be-a-gift-from-heaven	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/-alan-jackson-looks-back-on-the-vivid-storytelling-of-his-biggest-songs-it-must-be-a-gift-from-heaven.html	(from https://www.alanjackson.com/news?page=3)
16:27:55	21611/21611	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:55%20GMT	https://www.alanjackson.com/news/summer-awards-and-accolades-on-tap-for-country-superstar-alan-jackson-	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/summer-awards-and-accolades-on-tap-for-country-superstar-alan-jackson-.html	(from https://www.alanjackson.com/news?page=3)
16:27:55	38817/38817	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:56%20GMT	https://www.alanjackson.com/news/alan-to-receive-acm-honors---cliffie-stone-icon-award	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/alan-to-receive-acm-honors---cliffie-stone-icon-award.html	(from https://www.alanjackson.com/news?page=3)
16:27:56	1513153/1513153	---M--	200	added ('OK')	image/png	etag:%22e25e77b8d418083e69c3a5e017ce4915%22	https://s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/Picture2.png	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/Picture2.png	(from https://www.alanjackson.com/news/alan-jackson-brings-hope-and-help-to-his-hometown)
16:27:56	1695860/1695860	---M--	200	added ('OK')	image/png	etag:%225db3911ab70a90a18e10cda82aa3bc9f%22	https://s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/Picture4.png	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/s3.dualstack.us-east-1.amazonaws.com/busites_www/alanjackson/pages/Picture4.png	(from https://www.alanjackson.com/news/alan-jackson-brings-hope-and-help-to-his-hometown)
16:27:56	17979/17979	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:57%20GMT	https://www.alanjackson.com/news/icymi-%e2%80%93-check-out-alans-performance-on-the-acms	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/icymi-%e2%80%93-check-out-alans-performance-on-the-acms.html	(from https://www.alanjackson.com/news?page=3)
16:27:57	19906/19906	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:58%20GMT	https://www.alanjackson.com/news/alan-to-perform-on-53rd-academy-of-country-music-awards	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/alan-to-perform-on-53rd-academy-of-country-music-awards.html	(from https://www.alanjackson.com/news?page=3)
16:27:57	20221/20221	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:58%20GMT	https://www.alanjackson.com/news/gq-we-got-all-dressed-up-with-15-living-legends-of-country-music	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/gq-we-got-all-dressed-up-with-15-living-legends-of-country-music.html	(from https://www.alanjackson.com/news?page=3)
16:27:58	22294/22294	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:27:59%20GMT	https://www.alanjackson.com/news/alan-jackson-to-be-inducted-to-the-songwriters-hall-of-fame	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/alan-jackson-to-be-inducted-to-the-songwriters-hall-of-fame.html	(from https://www.alanjackson.com/news?page=3)
16:27:59	13057/13057	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Mar%202025%2000:28:00%20GMT	https://www.alanjackson.com/news/remember-%e2%80%98real-country-music?-alan-jackson-reminded-a-rupp-arena-crowd	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/remember-%e2%80%98real-country-music8aff	(from https://www.alanjackson.com/news?page=3)
16:27:59	29145/29145	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:28:00%20GMT	https://www.alanjackson.com/news/country-superstar-alan-jacksons-%e2%80%9chonky-tonk-highway-tour%e2%80%9d-adds-special-guests	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/country-superstar-alan-jacksons-%e2%80%9chonky-tonk-highway-tour%e2%80%9d-adds-special-guests.html	(from https://www.alanjackson.com/news?page=3)
16:28:00	23911/23911	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:28:01%20GMT	https://www.alanjackson.com/news/the-grand-ole-oprys-650-am-wsm-and-ajs-good-time-bar-partner-for-2018-wsm-road-show-talent-competition	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/the-grand-ole-oprys-650-am-wsm-and-ajs-good-time-bar-partner-for-2018-wsm-road-show-talent-competition.html	(from https://www.alanjackson.com/news?page=3)
16:28:01	17818/17818	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Mar%202025%2000:28:02%20GMT	https://www.alanjackson.com/news/watch-alans-performances-from-cma-country-christmas	C:/Users/HP/Documents/File/Website/alanjackson%20D1%202nd/www.alanjackson.com/news/watch-alans-performances-from-cma-country-christmas.html	(from https://www.alanjackson.com/news?page=3)
